space	start	end	width	reads	gc	map	valid	ideal	cor.gc	cor.map	copy
chr6	164000001	164500000	500000	7044	0.426694	0.949593	TRUE	TRUE	0.999242804321471	0.983540104901978	-0.0239442137475138
chr6	164500001	165000000	500000	7110	0.392046	0.937704	TRUE	TRUE	0.99636380100891	0.982099511525102	-0.0260588814368457
chr6	165000001	165500000	500000	6999	0.374968	0.912627	TRUE	TRUE	0.975090301279847	0.965900540140887	-0.0500534541005703
chr6	165500001	166000000	500000	7192	0.386706	0.935524	TRUE	TRUE	1.00466053650749	0.990663928134998	-0.0135323729383742
chr6	166000001	166500000	500000	7073	0.429064	0.960035	TRUE	TRUE	1.00520486140047	0.988405849678228	-0.0168245458993404
chr6	166500001	167000000	500000	6739	0.452262	0.927681	TRUE	TRUE	0.977015377434854	0.964790920175802	-0.0517117650529538
chr6	167000001	167500000	500000	6803	0.446846	0.915321	TRUE	TRUE	0.981870162419486	0.972133144058564	-0.0407741749675447
chr6	167500001	168000000	500000	5375	-1	0.836046	FALSE	FALSE	0	0	0
chr6	168000001	168500000	500000	6220	-1	0.876947	FALSE	FALSE	0	0	0
chr6	168500001	169000000	500000	6510	0.483036	0.936003	TRUE	TRUE	0.965194465827241	0.95166608211725	-0.0714726412907997
chr6	169000001	169500000	500000	6684	0.445862	0.93329	TRUE	TRUE	0.96384399313389	0.950796271302381	-0.0727918493521887
chr6	169500001	170000000	500000	6920	0.434138	0.928364	TRUE	TRUE	0.987687407304303	0.975180868682719	-0.0362582717669155
chr6	170000001	170500000	500000	5921	-1	0.84334	FALSE	FALSE	0	0	0
chr6	170500001	171000000	500000	5891	0.451216	0.816226	TRUE	FALSE	0.853356589579207	0.881841837569809	-0.181408169960637
chr6	171000001	171500000	500000	60	-1	0.139816	FALSE	FALSE	0	0	0
chr7	1	500000	500000	5125	-1	0.801503	FALSE	FALSE	0	0	0
chr7	500001	1000000	500000	6124	0.550734	0.895193	TRUE	FALSE	0.979144438327987	0.972308341060496	-0.0405141971297083
chr7	1000001	1500000	500000	6177	0.568696	0.8942	TRUE	FALSE	1.00117999306709	0.994329354829877	-0.00820429553749382
chr7	1500001	2000000	500000	6203	0.560474	0.927371	TRUE	TRUE	1.0002199301007	0.987773432161138	-0.0177479293749273
chr7	2000001	2500000	500000	6225	0.53314	0.884017	TRUE	FALSE	0.976927194642369	0.971832673359546	-0.0412201576972548
chr7	2500001	3000000	500000	6523	0.530192	0.896992	TRUE	FALSE	1.02039242730599	1.01301123111473	0.0186501691871338
chr7	3000001	3500000	500000	7084	0.438038	0.914403	TRUE	TRUE	1.01451010318136	1.00461952886477	0.00664922503827742
chr7	3500001	4000000	500000	7177	0.408552	0.943697	TRUE	TRUE	1.01156897348502	0.996343009292602	-0.00528559294167964
chr7	4000001	4500000	500000	6552	0.47336	0.909673	TRUE	TRUE	0.964062669407354	0.955497778524488	-0.0656755758609051
chr7	4500001	5000000	500000	6505	0.49445	0.829916	TRUE	FALSE	0.974286157813746	0.994504362576112	-0.00795039516759169
chr7	5000001	5500000	500000	6502	0.505432	0.817118	TRUE	FALSE	0.986683716330609	1.01874893754468	0.0267985547549363
chr7	5500001	6000000	500000	6202	0.491878	0.835566	TRUE	FALSE	0.926347028982835	0.941295043327602	-0.0872810968764883
chr7	6000001	6500000	500000	6838	0.4641	0.824187	TRUE	FALSE	0.999975075224181	1.02570944424473	0.036622112316035
chr7	6500001	7000000	500000	5484	0.49441	0.779239	TRUE	FALSE	0.821329810192607	0.891224907715781	-0.16613854159015
chr7	7000001	7500000	500000	7455	0.396346	0.883249	TRUE	FALSE	1.04668581839435	1.04136804331008	0.0584800402204284
chr7	7500001	8000000	500000	7234	0.376054	0.91856	TRUE	TRUE	1.00795841386305	0.997366750148241	-0.00380398712779584
chr7	8000001	8500000	500000	7236	0.391928	0.930112	TRUE	TRUE	1.0139505311362	1.00079410007077	0.0011451895966544
chr7	8500001	9000000	500000	7206	0.361128	0.949117	TRUE	TRUE	0.999008638922213	0.983356407002001	-0.0242136941685578
chr7	9000001	9500000	500000	7172	0.349012	0.927751	TRUE	TRUE	0.987229765045855	0.974862284917957	-0.0367296656648093
chr7	9500001	10000000	500000	7151	0.348636	0.935097	TRUE	TRUE	0.984083797077314	0.970448038016085	-0.0432771280107176
chr7	10000001	10500000	500000	7042	0.352658	0.932586	TRUE	TRUE	0.971663353642017	0.958630641539375	-0.0609530400855151
chr7	10500001	11000000	500000	6972	0.374968	0.895837	TRUE	FALSE	0.971328701317773	0.964459540504991	-0.0522073770247276
chr7	11000001	11500000	500000	7194	0.362988	0.942242	TRUE	TRUE	0.998275793262171	0.98342249694796	-0.0241167360029686
chr7	11500001	12000000	500000	7442	0.351666	0.959607	TRUE	TRUE	1.02620521888692	1.00909354262329	0.0130599179759505
chr7	12000001	12500000	500000	7242	0.358616	0.938436	TRUE	TRUE	1.00270498828449	0.988239520252034	-0.017067343765403
chr7	12500001	13000000	500000	7381	0.378102	0.912025	TRUE	TRUE	1.0288945500821	1.01931096283375	0.0275942439471898
chr7	13000001	13500000	500000	7407	0.354594	0.923901	TRUE	TRUE	1.02325445895321	1.01130406078689	0.016216826160317
chr7	13500001	14000000	500000	7305	0.359686	0.920128	TRUE	TRUE	1.01198903181558	1.00101327693863	0.00146110948508219
chr7	14000001	14500000	500000	7151	0.35699	0.92914	TRUE	TRUE	0.989244792709543	0.9765790216679	-0.0341913077585514
chr7	14500001	15000000	500000	7359	0.348624	0.944528	TRUE	TRUE	1.01269925988275	0.997356319256392	-0.00381907553397426
chr7	15000001	15500000	500000	7573	0.354654	0.957811	TRUE	TRUE	1.04622453687082	1.02894290307901	0.0411629280723097
chr7	15500001	16000000	500000	7035	0.356158	0.934015	TRUE	TRUE	0.972748200807413	0.959455367097331	-0.059712399634019
chr7	16000001	16500000	500000	7447	0.364462	0.925521	TRUE	TRUE	1.0341010730195	1.02165454608836	0.0309074576301905
chr7	16500001	17000000	500000	7542	0.386542	0.936808	TRUE	TRUE	1.05347900554855	1.03856355364102	0.0545895028626625
chr7	17000001	17500000	500000	7707	0.36822	0.927107	TRUE	TRUE	1.07194459591954	1.05866791350175	0.0822501108797355
chr7	17500001	18000000	500000	7589	0.371986	0.943782	TRUE	TRUE	1.05690438318187	1.04098536591299	0.0579497874911689
chr7	18000001	18500000	500000	7543	0.369426	0.942861	TRUE	TRUE	1.04965332953576	1.03395838175628	0.0481781163663804
chr7	18500001	19000000	500000	7892	0.358018	0.968893	TRUE	FALSE	1.09235737583614	1.07328208560564	0.102029302580493
chr7	19000001	19500000	500000	7266	0.365558	0.909278	TRUE	TRUE	1.00946355132677	1.00056829566595	0.000819644460877061
chr7	19500001	20000000	500000	7744	0.360672	0.903766	TRUE	TRUE	1.07334594990858	1.06463416454834	0.090357768796289
chr7	20000001	20500000	500000	7772	0.36856	0.94141	TRUE	FALSE	1.08113681039926	1.06515753549911	0.091066819066703
chr7	20500001	21000000	500000	7133	0.382132	0.906906	TRUE	TRUE	0.995206119471269	0.986739110282361	-0.019259402358369
chr7	21000001	21500000	500000	7017	0.3888	0.934438	TRUE	TRUE	0.981319922047773	0.967836645810211	-0.0471645289649143
chr7	21500001	22000000	500000	7091	0.390322	0.93372	TRUE	TRUE	0.99263196789197	0.979119138716501	-0.0304436779819222
chr7	22000001	22500000	500000	7192	0.408406	0.949982	TRUE	TRUE	1.01364345853291	0.997675665681366	-0.00335720874582292
chr7	22500001	23000000	500000	7019	0.412062	0.89396	TRUE	FALSE	0.990358274792811	0.983614995551119	-0.0238343654003728
chr7	23000001	23500000	500000	7375	0.407832	0.87898	TRUE	FALSE	1.03928465827767	1.03484757421766	0.0494182845220442
chr7	23500001	24000000	500000	7179	0.404616	0.857135	TRUE	FALSE	1.01094736767405	1.01350816258657	0.019357708021135
chr7	24000001	24500000	500000	6937	0.401906	0.920314	TRUE	TRUE	0.976090590893947	0.96546406115896	-0.0507055382000457
chr7	24500001	25000000	500000	7536	0.397932	0.939598	TRUE	TRUE	1.05872999711433	1.04330997352861	0.0611678547258341
chr7	25000001	25500000	500000	7127	0.411038	0.91588	TRUE	TRUE	1.00531816758756	0.995245989936482	-0.00687494149252272
chr7	25500001	26000000	500000	7005	0.4103	0.944722	TRUE	TRUE	0.987878520023381	0.97288886493823	-0.039653082439839
chr7	26000001	26500000	500000	6984	0.427178	0.895821	TRUE	FALSE	0.991066829377172	0.984060303267609	-0.0231813681852298
chr7	26500001	27000000	500000	7320	0.39332	0.930786	TRUE	TRUE	1.02648697109506	1.01304552531894	0.0186990089624196
chr7	27000001	27500000	500000	7013	0.445232	0.905186	TRUE	TRUE	1.01071453673391	1.00233219663848	0.00336073110333816
chr7	27500001	28000000	500000	7497	0.394462	0.930094	TRUE	TRUE	1.051801168407	1.03815695801524	0.0540245799496734
chr7	28000001	28500000	500000	7335	0.405784	0.944762	TRUE	TRUE	1.03318108915511	1.01749912355679	0.0250275517978382
chr7	28500001	29000000	500000	7456	0.408528	0.960613	TRUE	TRUE	1.05088605036018	1.03327065946332	0.0472182095941938
chr7	29000001	29500000	500000	7235	0.417452	0.944884	TRUE	TRUE	1.02231793072644	1.00678603714446	0.00975711338533686
chr7	29500001	30000000	500000	6914	0.41253	0.917169	TRUE	TRUE	0.975654428064067	0.96564985484829	-0.050427932997339
chr7	30000001	30500000	500000	7210	0.40985	0.908956	TRUE	TRUE	1.01662722204862	1.00771840848518	0.0110925560630535
chr7	30500001	31000000	500000	7133	0.46612	0.931586	TRUE	TRUE	1.04458611696958	1.03075992683798	0.0437083553137382
chr7	31000001	31500000	500000	6982	0.430406	0.951995	TRUE	TRUE	0.993436296516763	0.977590127625602	-0.0326983789793928
chr7	31500001	32000000	500000	7140	0.39064	0.928032	TRUE	TRUE	0.999696461423457	0.987110941052826	-0.018715857103163
chr7	32000001	32500000	500000	6915	0.412276	0.910726	TRUE	TRUE	0.975735830927989	0.966879221990565	-0.0485924086162618
chr7	32500001	33000000	500000	6672	0.409634	0.812623	TRUE	FALSE	0.940698243615418	0.975527612995708	-0.0357453849765275
chr7	33000001	33500000	500000	7227	0.385748	0.909819	TRUE	TRUE	1.00918784852814	1.00019509181149	0.000281430537450716
chr7	33500001	34000000	500000	7390	0.405862	0.947459	TRUE	TRUE	1.04094543541829	1.02481230118651	0.0353596980777772
chr7	34000001	34500000	500000	6996	0.397748	0.916788	TRUE	TRUE	0.982793168150505	0.972783740605066	-0.0398089795356282
chr7	34500001	35000000	500000	7107	0.391304	0.891353	TRUE	FALSE	0.995495810143075	0.989081410436537	-0.0158388220330932
chr7	35000001	35500000	500000	6603	0.392816	0.822969	TRUE	FALSE	0.925710274906129	0.950519985105445	-0.0732111343897494
chr7	35500001	36000000	500000	7309	0.402622	0.899656	TRUE	FALSE	1.02869329168144	1.0208713108794	0.0298010142494757
chr7	36000001	36500000	500000	7191	0.432734	0.915156	TRUE	TRUE	1.02524584976694	1.01510958089497	0.0216354744847805
chr7	36500001	37000000	500000	7186	0.417114	0.933913	TRUE	TRUE	1.01526407875749	1.00140854580822	0.00203067224044393
chr7	37000001	37500000	500000	6932	0.414294	0.916925	TRUE	TRUE	0.978591312566805	0.968600206992688	-0.0460267836396558
chr7	37500001	38000000	500000	7149	0.38722	0.933223	TRUE	TRUE	0.998892879326312	0.985382518157212	-0.0212442181140859
chr7	38000001	38500000	500000	7080	0.388076	0.925609	TRUE	TRUE	0.989704543413041	0.97777317669573	-0.032428266529291
chr7	38500001	39000000	500000	7399	0.39169	0.949427	TRUE	TRUE	1.03664325480882	1.02036975319954	0.0290920389062279
chr7	39000001	39500000	500000	7353	0.392844	0.94481	TRUE	TRUE	1.03087184464309	1.01521905279734	0.0217910498612987
chr7	39500001	40000000	500000	6880	0.41678	0.884196	TRUE	FALSE	0.971916708804178	0.966817908248079	-0.0486838986752475
chr7	40000001	40500000	500000	7032	0.391296	0.862061	TRUE	FALSE	0.984985446393447	0.985419483779057	-0.0211900978937168
chr7	40500001	41000000	500000	7658	0.385708	0.939666	TRUE	TRUE	1.06935950727642	1.05377602174113	0.0755682572393487
chr7	41000001	41500000	500000	7463	0.39402	0.962543	TRUE	TRUE	1.04685245860116	1.0291285800104	0.0414232447727259
chr7	41500001	42000000	500000	7567	0.402248	0.962189	TRUE	TRUE	1.06486967253517	1.04687360265555	0.0660872647806299
chr7	42000001	42500000	500000	7238	0.405638	0.957563	TRUE	TRUE	1.01948630543295	1.00266838834749	0.00384454354664761
chr7	42500001	43000000	500000	7319	0.394502	0.923107	TRUE	TRUE	1.02684437379075	1.0150319535619	0.0215251446712108
chr7	43000001	43500000	500000	6800	0.412228	0.91732	TRUE	TRUE	0.959497568284404	0.949632227705084	-0.0745591982801759
chr7	43500001	44000000	500000	7051	0.427594	0.894716	TRUE	FALSE	1.00088347564617	0.993962494942346	-0.00873667909729084
chr7	44000001	44500000	500000	6423	0.510176	0.863091	TRUE	FALSE	0.980645275229607	0.980746050338023	-0.0280484745969432
chr7	44500001	45000000	500000	6950	0.464546	0.853942	TRUE	FALSE	1.01665717718283	1.02071818839468	0.0295846053682096
chr7	45000001	45500000	500000	6985	0.459116	0.915909	TRUE	TRUE	1.01813117363019	1.00792523226549	0.0113886239167175
chr7	45500001	46000000	500000	6532	0.444172	0.863684	TRUE	FALSE	0.940506025294235	0.940419813879251	-0.0886231591671648
chr7	46000001	46500000	500000	7416	0.394794	0.943275	TRUE	TRUE	1.04057165645524	1.02496131753863	0.0355694628543615
chr7	46500001	47000000	500000	7600	0.388348	0.946787	TRUE	TRUE	1.06256235921272	1.04617894985915	0.0651296469892374
chr7	47000001	47500000	500000	6951	0.433192	0.95123	TRUE	TRUE	0.991397126425886	0.975658071976803	-0.0355524637934806
chr7	47500001	48000000	500000	6925	0.464888	0.904818	TRUE	TRUE	1.01323624615284	1.00487946492412	0.00702246082194929
chr7	48000001	48500000	500000	7314	0.403894	0.945238	TRUE	TRUE	1.02977650850538	1.01408800614296	0.0201828599512938
chr7	48500001	49000000	500000	6856	0.379948	0.933931	TRUE	TRUE	0.956152348450937	0.943100486517355	-0.0845165979247392
chr7	49000001	49500000	500000	7362	0.363604	0.948382	TRUE	TRUE	1.02188994358323	1.00595312212522	0.00856307646227126
chr7	49500001	50000000	500000	7048	0.382622	0.930949	TRUE	TRUE	0.983438908786187	0.970532816798079	-0.0431510990206526
chr7	50000001	50500000	500000	6589	-1	0.876709	FALSE	FALSE	0	0	0
chr7	50500001	51000000	500000	7116	0.441338	0.92491	TRUE	TRUE	1.02215363669958	1.009988612345	0.0143390266344849
chr7	51000001	51500000	500000	6826	0.43747	0.909124	TRUE	TRUE	0.977045575125555	0.968463182559106	-0.046230891024272
chr7	51500001	52000000	500000	6824	0.403964	0.892923	TRUE	FALSE	0.960804068331146	0.954401681563464	-0.0673315099628406
chr7	52000001	52500000	500000	7096	0.380982	0.928899	TRUE	TRUE	0.989829210675544	0.977198164347417	-0.0332769413613633
chr7	52500001	53000000	500000	7466	0.363864	0.956472	TRUE	TRUE	1.03645258221696	1.01946415754447	0.0278110537832969
chr7	53000001	53500000	500000	7139	0.367448	0.920698	TRUE	TRUE	0.992624140197828	0.981733393001746	-0.0265968064129736
chr7	53500001	54000000	500000	7431	0.35977	0.963151	TRUE	TRUE	1.02948869474481	1.01200425196593	0.0172153515710259
chr7	54000001	54500000	500000	6977	0.366378	0.913582	TRUE	TRUE	0.969658825260172	0.960350982816465	-0.0583663259007686
chr7	54500001	55000000	500000	7473	0.392854	0.92072	TRUE	TRUE	1.04770096926006	1.03620084477919	0.0513036648811509
chr7	55000001	55500000	500000	7556	0.43698	0.930005	TRUE	TRUE	1.08104774449758	1.06704115775955	0.0936158246631993
chr7	55500001	56000000	500000	6507	0.441882	0.832872	TRUE	FALSE	0.935097645283245	0.952170988992046	-0.0707074217533612
chr7	56000001	56500000	500000	6367	0.452132	0.773586	TRUE	FALSE	0.922986631177799	1.01143878396221	0.0164090052677287
chr7	56500001	57000000	500000	5496	0.434752	0.831041	TRUE	FALSE	0.784811686371321	0.800334436348364	-0.321325108839768
chr7	57000001	57500000	500000	4696	0.461262	0.840363	TRUE	FALSE	0.685475418791473	0.693961696529267	-0.527072059968986
chr7	57500001	58000000	500000	11439	0.394872	0.78977	TRUE	FALSE	1.60510546088386	1.71277191140444	0.776333041558967
chr7	58000001	58500000	500000	2249	-1	0.0760721	FALSE	FALSE	0	0	0
chr7	58500001	59000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr7	59000001	59500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr7	59500001	60000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr7	60000001	60500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr7	60500001	61000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr7	61000001	61500000	500000	3981	-1	0.252215	FALSE	FALSE	0	0	0
chr7	61500001	62000000	500000	55895	-1	0.611942	FALSE	FALSE	0	0	0
chr7	62000001	62500000	500000	9077	0.376942	0.838196	TRUE	FALSE	1.26494278990063	1.2827450887826	0.359234501925701
chr7	62500001	63000000	500000	3832	0.409318	0.804203	TRUE	FALSE	0.540225690528256	0.565457501144023	-0.82250949718472
chr7	63000001	63500000	500000	3983	0.460206	0.803282	TRUE	FALSE	0.580995620954039	0.608770423361763	-0.71602982656141
chr7	63500001	64000000	500000	6958	0.401286	0.876239	TRUE	FALSE	0.978816568661958	0.975252915534457	-0.036151688670783
chr7	64000001	64500000	500000	6640	0.423908	0.851221	TRUE	FALSE	0.940530091318628	0.945461498124711	-0.0809093861523397
chr7	64500001	65000000	500000	5962	0.407134	0.716555	TRUE	FALSE	0.840028922354165	1.04755243892578	0.0670224649123048
chr7	65000001	65500000	500000	5294	0.422862	0.708165	TRUE	FALSE	0.749562189276231	0.955701797278161	-0.065367563187591
chr7	65500001	66000000	500000	6830	0.447628	0.816997	TRUE	FALSE	0.98645099710185	1.01862662643199	0.0266253342264736
chr7	66000001	66500000	500000	6954	0.46243	0.840841	TRUE	FALSE	1.01583757545644	1.02803509103674	0.0398895104468202
chr7	66500001	67000000	500000	6277	0.43715	0.839461	TRUE	FALSE	0.898199105566593	0.90995144896117	-0.136138523434871
chr7	67000001	67500000	500000	6714	0.44251	0.882702	TRUE	FALSE	0.965337433570026	0.96052528671833	-0.0581045002126633
chr7	67500001	68000000	500000	6692	0.429984	0.888703	TRUE	FALSE	0.951818354713411	0.946075802054541	-0.0799723142117148
chr7	68000001	68500000	500000	7071	0.432692	0.879255	TRUE	FALSE	1.00810197518713	1.00373448949397	0.00537769424019582
chr7	68500001	69000000	500000	6714	0.440332	0.877743	TRUE	FALSE	0.963562425550782	0.959721873989098	-0.0593117194202744
chr7	69000001	69500000	500000	7146	0.404962	0.953093	TRUE	TRUE	1.00637963778863	0.990218358155775	-0.0141813984909613
chr7	69500001	70000000	500000	7045	0.401394	0.935017	TRUE	TRUE	0.991095966168187	0.977377042737289	-0.0330128768569373
chr7	70000001	70500000	500000	6832	0.443712	0.91322	TRUE	TRUE	0.983305821714121	0.973932039656732	-0.0381069893876768
chr7	70500001	71000000	500000	6842	0.44108	0.898322	TRUE	FALSE	0.982579232142564	0.975288602591607	-0.0360988976484936
chr7	71000001	71500000	500000	6765	0.44061	0.884172	TRUE	FALSE	0.971122318228674	0.966031758777452	-0.0498574757253017
chr7	71500001	72000000	500000	6948	0.433514	0.874895	TRUE	FALSE	0.991219989951123	0.98791697607729	-0.0175382911689785
chr7	72000001	72500000	500000	4693	0.443298	0.760333	TRUE	FALSE	0.675205996608233	0.759121294799213	-0.39759767245581
chr7	72500001	73000000	500000	4299	0.484274	0.652977	TRUE	FALSE	0.637989816283171	0.970112930405107	-0.0437753943380263
chr7	73000001	73500000	500000	6546	0.513906	0.836071	TRUE	FALSE	1.00430863835544	1.02011620980208	0.0287335107804063
chr7	73500001	74000000	500000	6273	0.51283	0.801958	TRUE	FALSE	0.96112853404379	1.00878655555369	0.0126209536125711
chr7	74000001	74500000	500000	3010	0.479762	0.645882	TRUE	FALSE	0.445071112298136	0.694645125469808	-0.525651960906661
chr7	74500001	75000000	500000	395	-1	0.483463	FALSE	FALSE	0	0	0
chr7	75000001	75500000	500000	5602	0.481544	0.768427	TRUE	FALSE	0.82954858866323	0.917839865786991	-0.123685624240763
chr7	75500001	76000000	500000	6853	0.496276	0.836604	TRUE	FALSE	1.02848627112697	1.04424404825436	0.062458920777803
chr7	76000001	76500000	500000	4258	0.428522	0.668269	TRUE	FALSE	0.604865541206844	0.871857592270078	-0.197835587985885
chr7	76500001	77000000	500000	5043	0.414414	0.742025	TRUE	FALSE	0.711940953561694	0.832892879823685	-0.263797135532673
chr7	77000001	77500000	500000	7297	0.399596	0.890454	TRUE	FALSE	1.02583220394178	1.0193516956981	0.0276518945851279
chr7	77500001	78000000	500000	7397	0.393974	0.924441	TRUE	TRUE	1.03757611518058	1.02533486237136	0.0360951540095917
chr7	78000001	78500000	500000	7240	0.364038	0.943303	TRUE	TRUE	1.00516017872554	0.990077728211711	-0.0143863033278083
chr7	78500001	79000000	500000	7425	0.357988	0.933087	TRUE	TRUE	1.02770199957147	1.01382667832821	0.0198110333183805
chr7	79000001	79500000	500000	7621	0.349724	0.949389	TRUE	TRUE	1.04954323361978	1.03307114876246	0.0469396176415175
chr7	79500001	80000000	500000	7563	0.365296	0.932842	TRUE	TRUE	1.05060389132524	1.03646484259006	0.0516711803342527
chr7	80000001	80500000	500000	7903	0.360922	0.938601	TRUE	FALSE	1.09552311355824	1.07969710931322	0.110626645555858
chr7	80500001	81000000	500000	7562	0.369628	0.916455	TRUE	TRUE	1.05238385891835	1.04172964837489	0.0589809152788373
chr7	81000001	81500000	500000	7775	0.35191	0.942303	TRUE	FALSE	1.07229224579304	1.05632988920018	0.0790604551410684
chr7	81500001	82000000	500000	7966	0.348742	0.957624	TRUE	FALSE	1.09632035026962	1.07822911028584	0.108663765431133
chr7	82000001	82500000	500000	7506	0.365072	0.9211	TRUE	TRUE	1.04258164964118	1.03105019655245	0.0441145718470743
chr7	82500001	83000000	500000	7306	0.345538	0.942004	TRUE	TRUE	1.00316197517987	0.988264351349016	-0.0170310942027357
chr7	83000001	83500000	500000	7589	0.350786	0.931093	TRUE	TRUE	1.04587579215443	1.03212368591057	0.0456158683944203
chr7	83500001	84000000	500000	7506	0.344826	0.910153	TRUE	TRUE	1.03005909919647	1.02081740079875	0.029724826527438
chr7	84000001	84500000	500000	7822	0.343684	0.940743	TRUE	FALSE	1.07245244406941	1.05668655664183	0.0795474956988504
chr7	84500001	85000000	500000	7300	0.347006	0.93636	TRUE	TRUE	1.00342868481302	0.989301182199696	-0.015518293905399
chr7	85000001	85500000	500000	7652	0.344906	0.954785	TRUE	TRUE	1.05016021310023	1.03312120063899	0.0470095139356196
chr7	85500001	86000000	500000	7409	0.346242	0.919608	TRUE	TRUE	1.01784148689076	1.00691923590525	0.00994797070144312
chr7	86000001	86500000	500000	7286	0.364274	0.927458	TRUE	TRUE	1.01165705550599	0.999048849735132	-0.00137287277796912
chr7	86500001	87000000	500000	7165	0.382796	0.901936	TRUE	TRUE	0.999798461741355	0.991911781364157	-0.0117162789606567
chr7	87000001	87500000	500000	7493	0.366862	0.92088	TRUE	TRUE	1.04158760333692	1.03011776480331	0.0428092781714093
chr7	87500001	88000000	500000	7317	0.376762	0.915609	TRUE	TRUE	1.01963940947072	1.009474209283	0.0136040522099244
chr7	88000001	88500000	500000	7100	0.363172	0.936847	TRUE	TRUE	0.985319552673232	0.971362341341721	-0.0419185391543955
chr7	88500001	89000000	500000	7198	0.34791	0.939244	TRUE	TRUE	0.990048459468523	0.975670436347823	-0.0355341808476007
chr7	89000001	89500000	500000	7311	0.357222	0.914207	TRUE	TRUE	1.01150664426376	1.001681574561	0.0024239618144787
chr7	89500001	90000000	500000	7098	0.373238	0.918104	TRUE	TRUE	0.988709078790256	0.978401941301382	-0.0315008284882343
chr7	90000001	90500000	500000	7299	0.383004	0.904504	TRUE	TRUE	1.01853888084149	1.01017822972744	0.0146098558080181
chr7	90500001	91000000	500000	7276	0.383924	0.930186	TRUE	TRUE	1.01552865452764	1.00233845563355	0.00336973988603775
chr7	91000001	91500000	500000	6758	0.387816	0.866292	TRUE	FALSE	0.944554907667936	0.943661488586877	-0.0836586678433
chr7	91500001	92000000	500000	7153	0.376552	0.889037	TRUE	FALSE	0.996748584761235	0.990676865416781	-0.0135135326133446
chr7	92000001	92500000	500000	7327	0.391828	0.926346	TRUE	TRUE	1.02664090757081	1.01409748357754	0.0201963429861871
chr7	92500001	93000000	500000	7464	0.374422	0.905763	TRUE	TRUE	1.039817862579	1.03111938591427	0.0442113816827594
chr7	93000001	93500000	500000	7238	0.360326	0.919066	TRUE	TRUE	1.00303577740795	0.992392585515509	-0.0110171384558547
chr7	93500001	94000000	500000	7648	0.370796	0.953715	TRUE	TRUE	1.06481288084093	1.04764811870746	0.0671542296220286
chr7	94000001	94500000	500000	7607	0.369426	0.924833	TRUE	TRUE	1.05855931032461	1.0459789832047	0.0648538638879416
chr7	94500001	95000000	500000	7670	0.371632	0.918902	TRUE	TRUE	1.06810791375223	1.05681297310475	0.0797200818781268
chr7	95000001	95500000	500000	7515	0.381174	0.93294	TRUE	TRUE	1.04831441409011	1.03418802514985	0.048498505082906
chr7	95500001	96000000	500000	7149	0.391494	0.931086	TRUE	TRUE	1.00149685865735	0.988329525618492	-0.0169359541777703
chr7	96000001	96500000	500000	7239	0.38126	0.911697	TRUE	TRUE	1.00982990210404	1.0004844647087	0.000698765582759497
chr7	96500001	97000000	500000	7125	0.399176	0.889314	TRUE	FALSE	1.00148556028079	0.995336583969925	-0.0067436235913355
chr7	97000001	97500000	500000	6622	0.387484	0.867547	TRUE	FALSE	0.925381853806131	0.924126672856446	-0.113837475090004
chr7	97500001	98000000	500000	6174	0.470864	0.801168	TRUE	FALSE	0.906941821477451	0.952878807974209	-0.0696353584571371
chr7	98000001	98500000	500000	6796	0.475876	0.857852	TRUE	FALSE	1.00184712794844	1.004056685989	0.00584072176541707
chr7	98500001	99000000	500000	6781	0.465646	0.8757	TRUE	FALSE	0.992695037946381	0.989203653606187	-0.0156605265810707
chr7	99000001	99500000	500000	6894	0.444318	0.85058	TRUE	FALSE	0.992756105664822	0.99836705514403	-0.00235776702186296
chr7	99500001	100000000	500000	6396	0.48789	0.790945	TRUE	FALSE	0.951784136305784	1.01385971233333	0.0198580405830106
chr7	100000001	100500000	500000	6422	0.528194	0.840629	TRUE	FALSE	1.00238045708635	1.01458208401712	0.02088558999735
chr7	100500001	101000000	500000	6216	-1	0.729112	FALSE	FALSE	0	0	0
chr7	101000001	101500000	500000	6105	0.499906	0.851413	TRUE	FALSE	0.92001592144508	0.924758607584363	-0.112851270977421
chr7	101500001	102000000	500000	6437	0.491832	0.856278	TRUE	FALSE	0.961401488867657	0.964213481080273	-0.0525754940769793
chr7	102000001	102500000	500000	3658	0.478192	0.618876	TRUE	FALSE	0.540213823395488	0.938348621669458	-0.0918040726674857
chr7	102500001	103000000	500000	6867	0.394526	0.802441	TRUE	FALSE	0.963438454093332	1.01058474648435	0.0151903095515214
chr7	103000001	103500000	500000	7580	0.381106	0.90438	TRUE	TRUE	1.05736799646116	1.04870496110795	0.0686088523514129
chr7	103500001	104000000	500000	7075	0.381396	0.906996	TRUE	TRUE	0.986977467331282	0.978569400208883	-0.031253924375875
chr7	104000001	104500000	500000	6923	0.398398	0.885186	TRUE	FALSE	0.972791138651614	0.967519454734838	-0.047637423845007
chr7	104500001	105000000	500000	7505	0.407546	0.893155	TRUE	FALSE	1.05753244721205	1.05045110942745	0.0710090170057719
chr7	105000001	105500000	500000	6925	0.446108	0.865817	TRUE	FALSE	0.998817383896151	0.99802792402957	-0.00284791329737831
